Name,chr_hg19,CG_position_hg19,strand_hg19,C_position_hg19,chr_hg38,CG_position_hg38,strand_hg38,C_position_hg38,Illumina_Type,Illumina_Islands_Name,Illumina_Relation_to_Island,Illumina_UCSC_RefGene_Name,Illumina_UCSC_RefGene_Accession,Illumina_UCSC_RefGene_Group,Illumina_Regulatory_Feature_Group,GencodeBasicV12_NAME,GencodeBasicV12_Accession,GencodeBasicV12_Group,GencodeCompV12_NAME,GencodeCompV12_Accession,GencodeCompV12_Group,Array_450k,Array_EPIC.v1,Array_Methyl27_Loci,Array_EPIC.v2
cg08103988,chr17,6558365,-,6558366,chr17,6655046.0,-,6655047.0,I,chr17:6558221-6558441,Island,,,,Unclassified_Cell_type_specific,CTC-281F24.1,ENST00000576138.1,TSS200,CTC-281F24.1,ENST00000576138.1,TSS200,True,True,,1.0
cg08750459,chr17,6558815,-,6558816,chr17,6655496.0,-,6655497.0,II,chr17:6559363-6560803,N_Shore,,,,Unclassified_Cell_type_specific,CTC-281F24.1,ENST00000576138.1,TSS1500,CTC-281F24.1,ENST00000576138.1,TSS1500,True,True,,1.0
cg15660077,chr17,7311620,-,7311621,chr17,7408301.0,-,7408302.0,II,chr17:7311672-7312063,N_Shore,NLGN2,NM_020795,1stExon,Unclassified_Cell_type_specific,NLGN2;NLGN2,ENST00000572893.1;ENST00000302926.2,5'UTR;1stExon,NLGN2;NLGN2;NLGN2,ENST00000572893.1;ENST00000570940.1;ENST00000302926.2,5'UTR;TSS1500;1stExon,True,True,True,1.0
cg16696476,chr17,8191344,-,8191345,chr17,8288026.0,-,8288027.0,II,chr17:8191864-8192495,N_Shore,RANGRF;SLC25A35,NM_016492;NM_201520,TSS1500;3'UTR,Unclassified_Cell_type_specific,RANGRF;SLC25A35;SLC25A35,ENST00000226105.5;ENST00000380067.2;ENST00000396278.1,TSS1500;3'UTR;3'UTR,RANGRF;SLC25A35;SLC25A35,ENST00000226105.5;ENST00000380067.2;ENST00000396278.1,TSS1500;3'UTR;3'UTR,True,True,,1.0
cg15041662,chr17,14115369,-,14115370,chr17,14212052.0,-,14212053.0,II,,OpenSea,,,,Unclassified,AC005224.2,ENST00000458492.1,5'UTR,AC005224.2,ENST00000458492.1,5'UTR,True,True,,1.0
cg24156181,chr17,14989749,-,14989750,chr17,15086432.0,-,15086433.0,II,,OpenSea,,,,,,,,,,,True,True,,0.0
cg18091275,chr17,26120155,-,26120156,chr17,27793129.0,-,27793130.0,II,chr17:26120369-26120944,N_Shore,NOS2,NM_000625,Body,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg05451094,chr17,26557385,-,26557386,chr17,28230359.0,-,28230360.0,II,chr17:26554244-26555018,S_Shelf,,,,,,,,,,,True,True,,1.0
cg19865134,chr17,27170041,-,27170042,chr17,28843023.0,-,28843024.0,II,chr17:27169526-27169894,S_Shore,C17orf63;C17orf63,NM_001077498;NM_018182,TSS1500;TSS1500,Promoter_Associated,C17orf63,ENST00000341217.5,TSS1500,C17orf63,ENST00000341217.5,TSS1500,True,True,,1.0
cg19789473,chr17,27170043,-,27170044,chr17,28843025.0,-,28843026.0,II,chr17:27169526-27169894,S_Shore,C17orf63;C17orf63,NM_001077498;NM_018182,TSS1500;TSS1500,Promoter_Associated,C17orf63,ENST00000341217.5,TSS1500,C17orf63,ENST00000341217.5,TSS1500,True,True,,1.0
cg09760387,chr17,28705147,-,28705148,chr17,30378129.0,-,30378130.0,II,chr17:28705363-28706818,N_Shore,CPD,NM_001304,TSS1500,,CPD,ENST00000225719.3,TSS1500,CPD,ENST00000225719.3,TSS1500,True,True,,1.0
cg17757575,chr17,34068891,-,34068892,chr17,35741872.0,-,35741873.0,II,chr17:34068043-34068668,S_Shore,RASL10B,NM_033315,3'UTR,Unclassified_Cell_type_specific,RASL10B,ENST00000268864.2,3'UTR,RASL10B,ENST00000268864.2,3'UTR,True,True,,1.0
cg02633371,chr17,35298618,-,35298619,chr17,36941321.0,-,36941322.0,II,chr17:35291899-35300875,Island,LHX1,NM_005568,Body,,LHX1;LHX1,ENST00000559572.1;ENST00000557970.1,3'UTR;3'UTR,LHX1;LHX1,ENST00000559572.1;ENST00000557970.1,3'UTR;3'UTR,True,True,,1.0
cg02481789,chr17,40805506,-,40805507,chr17,42653488.0,-,42653489.0,II,chr17:40805674-40805957,N_Shore,,,,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg26782881,chr17,41977585,-,41977586,chr17,43900217.0,-,43900218.0,II,chr17:41977922-41978130,N_Shore,MPP2,NM_005374,Body,,MPP2;MPP2;MPP2;MPP2,ENST00000473246.1;ENST00000520305.1;ENST00000536246.1;ENST00000523501.1,3'UTR;5'UTR;5'UTR;5'UTR,MPP2;MPP2;MPP2;MPP2;MPP2;MPP2;MPP2;MPP2,ENST00000473246.1;ENST00000520319.1;ENST00000520305.1;ENST00000524294.1;ENST00000536246.1;ENST00000523501.1;ENST00000523220.1;ENST00000523762.1,3'UTR;3'UTR;5'UTR;3'UTR;5'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg01405107,chr17,46671635,-,46671636,chr17,48594273.0,-,48594274.0,II,chr17:46673532-46674181,N_Shore,LOC404266;LOC404266;LOC404266;HOXB5;LOC404266,NR_033203;NR_033204;NR_033201;NM_002147;NR_033202,Body;Body;Body;TSS1500;Body,Unclassified,HOXB-AS3;HOXB-AS3;HOXB-AS3;HOXB5;HOXB-AS3;HOXB3,ENST00000474040.1;ENST00000480872.1;ENST00000429755.4;ENST00000239151.5;ENST00000465846.2;ENST00000552000.2,5'UTR;5'UTR;5'UTR;TSS1500;5'UTR;3'UTR,HOXB-AS3;HOXB-AS3;HOXB-AS3;HOXB-AS3;HOXB5;HOXB-AS3;HOXB-AS3;HOXB-AS3;HOXB3,ENST00000476204.1;ENST00000474040.1;ENST00000480872.1;ENST00000429755.4;ENST00000239151.5;ENST00000467155.2;ENST00000487849.3;ENST00000465846.2;ENST00000552000.2,5'UTR;5'UTR;5'UTR;5'UTR;TSS1500;5'UTR;5'UTR;5'UTR;3'UTR,True,True,True,1.0
cg09983216,chr17,46679715,-,46679716,chr17,48602353.0,-,48602354.0,II,,OpenSea,LOC404266;LOC404266;HOXB6,NR_033204;NR_033201;NM_018952,Body;Body;5'UTR,Unclassified,AC103702.1;HOXB-AS3;HOXB6;HOXB6;HOXB6;HOXB3,ENST00000576860.1;ENST00000466037.2;ENST00000225648.3;ENST00000484302.2;ENST00000490419.1;ENST00000552000.2,TSS200;5'UTR;5'UTR;5'UTR;3'UTR;3'UTR,HOXB-AS3;AC103702.1;HOXB-AS3;HOXB-AS3;HOXB-AS3;HOXB6;HOXB6;HOXB6;HOXB3,ENST00000491264.1;ENST00000576860.1;ENST00000467155.2;ENST00000487849.3;ENST00000466037.2;ENST00000225648.3;ENST00000484302.2;ENST00000490419.1;ENST00000552000.2,5'UTR;TSS200;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;3'UTR;3'UTR,True,True,,1.0
cg06602723,chr17,46693336,-,46693337,chr17,48615974.0,-,48615975.0,I,chr17:46695325-46695553,N_Shore,HOXB8,NM_024016,TSS1500,Unclassified_Cell_type_specific,HOXB8;HOXB8;RP11-357H14.19;HOXB7,ENST00000576562.1;ENST00000239144.4;ENST00000567101.1;ENST00000494244.2,TSS1500;TSS1500;3'UTR;5'UTR,HOXB8;HOXB8;HOXB8;RP11-357H14.19;HOXB7,ENST00000576562.1;ENST00000239144.4;ENST00000468443.1;ENST00000567101.1;ENST00000494244.2,TSS1500;TSS1500;TSS1500;3'UTR;5'UTR,True,True,,1.0
cg10237252,chr17,52977213,-,52977214,chr17,54899852.0,-,54899853.0,II,chr17:52977866-52978307,N_Shore,TOM1L1,NM_005486,TSS1500,,TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1,ENST00000575882.1;ENST00000445275.2;ENST00000348161.4;ENST00000572405.1;ENST00000572158.1;ENST00000540336.1;ENST00000536554.1;ENST00000575333.1;ENST00000570371.1;ENST00000570371.1;ENST00000574744.1;ENST00000574744.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;1stExon;5'UTR;1stExon;5'UTR,TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1;TOM1L1,ENST00000575882.1;ENST00000570965.1;ENST00000445275.2;ENST00000348161.4;ENST00000572405.1;ENST00000572158.1;ENST00000540336.1;ENST00000572298.1;ENST00000575333.1;ENST00000572360.1;ENST00000570499.1;ENST00000572576.1;ENST00000570371.1;ENST00000570371.1;ENST00000573607.1;ENST00000575909.1;ENST00000574744.1;ENST00000574744.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;1stExon;5'UTR;TSS1500;TSS1500;1stExon;5'UTR,True,True,,1.0
cg14192542,chr17,64187581,-,64187582,chr17,66191463.0,-,66191464.0,II,chr17:64187712-64188586,N_Shore,CCDC46,NM_145036,5'UTR,,CEP112;CEP112;CEP112,ENST00000537949.1;ENST00000392769.2;ENST00000535342.1,5'UTR;5'UTR;5'UTR,CEP112;CEP112;CEP112,ENST00000537949.1;ENST00000392769.2;ENST00000535342.1,5'UTR;5'UTR;5'UTR,True,True,,1.0
cg09601923,chr17,72270201,-,72270202,chr17,74274062.0,-,74274063.0,II,chr17:72270301-72270512,N_Shore,DNAI2,NM_023036,TSS200,Unclassified_Cell_type_specific,DNAI2;DNAI2,ENST00000311014.5;ENST00000307504.5,TSS200;TSS200,DNAI2;DNAI2,ENST00000311014.5;ENST00000307504.5,TSS200;TSS200,True,True,,1.0
cg14952312,chr17,72350710,-,72350711,chr17,74354571.0,-,74354572.0,I,chr17:72350346-72350711,Island,KIF19,NM_153209,Body,Unclassified_Cell_type_specific,KIF19,ENST00000389916.4,ExonBnd,KIF19,ENST00000389916.4,ExonBnd,True,True,,1.0
cg12443604,chr17,72357992,-,72357993,chr17,74361853.0,-,74361854.0,II,chr17:72356096-72356327,S_Shore,BTBD17,NM_001080466,TSS200,,BTBD17,ENST00000375366.2,TSS200,BTBD17,ENST00000375366.2,TSS200,True,True,,1.0
cg08084655,chr17,72358213,-,72358214,chr17,74362074.0,-,74362075.0,II,chr17:72356096-72356327,S_Shore,BTBD17,NM_001080466,TSS1500,,BTBD17,ENST00000375366.2,TSS1500,BTBD17,ENST00000375366.2,TSS1500,True,True,,1.0
cg06697425,chr17,72915897,-,72915898,chr17,74919802.0,-,74919803.0,II,chr17:72915568-72916510,Island,USH1G,NM_173477,Body,,,,,,,,True,True,,1.0
cg05865011,chr17,72969374,-,72969375,chr17,74973279.0,-,74973280.0,I,chr17:72968167-72969164,S_Shore,C17orf28,NM_030630,TSS1500,,C17orf28;C17orf28;C17orf28;C17orf28,ENST00000534480.1;ENST00000525128.1;ENST00000425042.2;ENST00000525426.1,TSS1500;TSS1500;TSS1500;TSS1500,C17orf28;C17orf28;C17orf28;C17orf28;C17orf28;C17orf28;C17orf28;C17orf28,ENST00000530857.1;ENST00000534480.1;ENST00000525128.1;ENST00000425042.2;ENST00000528902.1;ENST00000525426.1;ENST00000530904.1;ENST00000532900.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS200,True,True,,0.0
cg07010633,chr17,73824396,-,73824397,chr17,75828315.0,-,75828316.0,II,,OpenSea,UNC13D,NM_199242,Body,Promoter_Associated,,,,,,,True,True,,1.0
cg11043990,chr17,74235759,-,74235760,chr17,76239678.0,-,76239679.0,II,chr17:74235758-74237211,Island,RNF157,NM_052916,Body,Promoter_Associated,RNF157,ENST00000301610.5,5'UTR,RNF157,ENST00000301610.5,5'UTR,True,True,,1.0
cg00423030,chr17,76037075,-,76037076,chr17,78040994.0,-,78040995.0,II,chr17:76037074-76037323,Island,TNRC6C;TNRC6C,NM_018996;NM_001142640,5'UTR;5'UTR,Unclassified,TNRC6C,ENST00000335749.4,5'UTR,TNRC6C,ENST00000301624.4,5'UTR,True,True,,1.0
cg24207009,chr17,76037562,-,76037563,chr17,78041481.0,-,78041482.0,II,chr17:76037074-76037323,S_Shore,TNRC6C;TNRC6C,NM_018996;NM_001142640,5'UTR;5'UTR,Unclassified,TNRC6C,ENST00000335749.4,5'UTR,TNRC6C,ENST00000301624.4,5'UTR,True,True,,1.0
cg13694343,chr17,76876206,-,76876207,chr17,78880124.0,-,78880125.0,II,,OpenSea,TIMP2,NM_003255,Body,Unclassified_Cell_type_specific,TIMP2,ENST00000536189.1,5'UTR,TIMP2,ENST00000536189.1,5'UTR,True,True,,1.0
cg17563271,chr17,77632749,-,77632750,chr17,79658898.0,-,79658899.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg07016075,chr17,80337600,-,80337601,chr17,82379724.0,-,82379725.0,II,chr17:80332182-80333671,S_Shelf,,,,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg03889540,chr17,80337659,-,80337660,chr17,82379783.0,-,82379784.0,II,chr17:80332182-80333671,S_Shelf,,,,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg11520030,chr17,80710877,-,80710878,chr17,82753001.0,-,82753002.0,II,chr17:80709052-80710843,S_Shore,TBCD,NM_005993,Body,,TBCD;TBCD,ENST00000334614.8;ENST00000397466.2,5'UTR;5'UTR,TBCD;TBCD,ENST00000334614.8;ENST00000397466.2,5'UTR;5'UTR,True,True,,1.0
cg01908551,chr17,81036175,-,81036176,chr17,83078299.0,-,83078300.0,II,chr17:81036330-81039407,N_Shore,METRNL,NM_001004431,TSS1500,,METRNL,ENST00000320095.7,TSS1500,METRNL,ENST00000320095.7,TSS1500,True,True,,1.0
cg21266975,chr18,2846181,+,2846181,chr18,2846183.0,+,2846183.0,II,chr18:2846565-2848175,N_Shore,EMILIN2,NM_032048,TSS1500,,EMILIN2,ENST00000254528.2,TSS1500,EMILIN2,ENST00000254528.2,TSS1500,True,True,,1.0
cg10092257,chr18,19476959,+,19476959,chr18,21896998.0,+,21896998.0,II,chr18:19476852-19477103,Island,,,,,,,,,,,True,True,,1.0
cg19453250,chr18,33710783,+,33710783,chr18,36130820.0,+,36130820.0,II,chr18:33708919-33710236,S_Shore,SLC39A6;ELP2;SLC39A6,NM_001099406;NM_018255;NM_012319,TSS1500;Body;TSS1500,,SLC39A6;SLC39A6,ENST00000543723.1;ENST00000269187.4,TSS1500;TSS1500,SLC39A6;SLC39A6;ELP2;ELP2;ELP2;ELP2;ELP2,ENST00000543723.1;ENST00000269187.4;ENST00000541190.1;ENST00000543127.1;ENST00000535488.1;ENST00000540135.1;ENST00000540799.1,TSS1500;TSS1500;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,True,True,True,1.0
cg00057722,chr18,45934156,+,45934156,chr18,48407785.0,+,48407785.0,II,chr18:45934453-45937265,N_Shore,,,,,ZBTB7C,ENST00000540333.1,5'UTR,ZBTB7C,ENST00000540333.1,5'UTR,True,True,,1.0
cg05458220,chr18,77866647,+,77866647,chr18,80108763.0,+,80108763.0,II,,OpenSea,ADNP2,NM_014913,TSS1500,,ADNP2,ENST00000262198.4,TSS1500,ADNP2;ADNP2;ADNP2,ENST00000262198.4;ENST00000560752.1;ENST00000559951.1,TSS1500;TSS1500;TSS1500,True,True,,1.0
cg13287964,chr18,77905751,+,77905751,chr18,80147868.0,+,80147868.0,II,chr18:77905297-77905566,S_Shore,LOC100130522;LOC100130522,NR_028339;NR_028340,TSS200;TSS200,Promoter_Associated_Cell_type_specific,,,,,,,True,True,,0.0
cg21237861,chr18,77918142,+,77918142,chr18,80160259.0,+,80160259.0,II,chr18:77917646-77918589,Island,PARD6G;LOC100130522;LOC100130522,NM_032510;NR_028340;NR_028339,Body;Body;Body,,,,,,,,True,True,,1.0
cg06511678,chr18,7038746,-,7038747,chr18,7038747.0,-,7038748.0,II,,OpenSea,LAMA1,NM_005559,Body,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg18086635,chr18,30051631,-,30051632,chr18,32471668.0,-,32471669.0,II,chr18:30050115-30051345,S_Shore,FAM59A,NM_022751,TSS1500,,FAM59A;FAM59A,ENST00000269209.6;ENST00000399218.3,TSS1500;TSS1500,FAM59A;FAM59A,ENST00000269209.6;ENST00000399218.3,TSS1500;TSS1500,True,True,,1.0
cg05872758,chr18,48323744,-,48323745,chr18,50797374.0,-,50797375.0,II,,OpenSea,MRO;MRO;MRO;MRO,NM_001127175;NM_031939;NM_001127174;NM_001127176,3'UTR;3'UTR;3'UTR;3'UTR,,MRO,ENST00000398439.2,3'UTR,MRO,ENST00000436348.1,3'UTR,True,True,,1.0
cg24864576,chr18,74499573,-,74499574,chr18,76787617.0,-,76787618.0,I,chr18:74499316-74499641,Island,,,,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg02978168,chr18,76695123,-,76695124,chr18,78935123.0,-,78935124.0,II,chr18:76693917-76694195,S_Shore,,,,,,,,,,,True,True,,1.0
cg14887613,chr19,345454,+,345454,chr19,345454.0,+,345454.0,II,chr19:345260-345590,Island,MIER2,NM_017550,TSS1500,,MIER2,ENST00000264819.3,TSS1500,MIER2,ENST00000264819.3,TSS1500,True,True,,1.0
cg15002904,chr19,1510692,+,1510692,chr19,1510693.0,+,1510693.0,I,chr19:1510493-1510725,Island,ADAMTSL5,NM_213604,Body,,ADAMTSL5,ENST00000395467.2,5'UTR,ADAMTSL5,ENST00000395467.2,5'UTR,True,True,,1.0
cg05308639,chr19,1525316,+,1525316,chr19,1525317.0,+,1525317.0,II,chr19:1525206-1525854,Island,PLK5P,NR_026557,Body,,,,,,,,True,True,,1.0
cg08350509,chr19,3028220,+,3028220,chr19,3028222.0,+,3028222.0,I,chr19:3028592-3029299,N_Shore,TLE2;TLE2;TLE2,NM_003260;NM_001144762;NM_001144761,Body;Body;Body,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg15255455,chr19,4534986,+,4534986,chr19,4534974.0,+,4534974.0,I,chr19:4535069-4535339,N_Shore,PLIN5,NM_001013706,5'UTR,,PLIN5,ENST00000381848.2,5'UTR,PLIN5,ENST00000381848.2,5'UTR,True,True,,1.0
cg13617776,chr19,5229744,+,5229744,chr19,5229733.0,+,5229733.0,I,chr19:5229565-5229840,Island,PTPRS;PTPRS;PTPRS;PTPRS,NM_130855;NM_002850;NM_130854;NM_130853,Body;Body;Body;Body,Unclassified_Cell_type_specific,,,,,,,True,True,,0.0
cg27555894,chr19,5799374,+,5799374,chr19,5799363.0,+,5799363.0,II,chr19:5799289-5799542,Island,,,,,,,,,,,True,True,,1.0
cg11056604,chr19,7797100,+,7797100,chr19,7732214.0,+,7732214.0,II,chr19:7794793-7796410,S_Shore,CLEC4G,NM_198492,TSS200,,CLEC4G,ENST00000328853.4,TSS200,CLEC4G,ENST00000328853.4,TSS200,True,True,,1.0
cg20587168,chr19,8808829,+,8808829,chr19,8698479.0,+,8698479.0,II,chr19:8807813-8808794,S_Shore,ACTL9,NM_178525,1stExon,,ACTL9,ENST00000324436.3,1stExon,ACTL9,ENST00000324436.3,1stExon,True,True,True,1.0
cg04351156,chr19,10562415,+,10562415,chr19,10451739.0,+,10451739.0,II,,OpenSea,PDE4A;PDE4A;PDE4A;PDE4A,NM_001111308;NM_001111307;NM_001111309;NM_006202,Body;Body;Body;TSS1500,,PDE4A;PDE4A,ENST00000344979.2;ENST00000419866.2,TSS1500;5'UTR,PDE4A;PDE4A,ENST00000344979.2;ENST00000419866.2,TSS1500;5'UTR,True,True,,1.0
cg10750464,chr19,11534062,+,11534062,chr19,11423394.0,+,11423394.0,I,chr19:11533198-11533619,S_Shore,CCDC151,NM_145045,Body,,,,,,,,True,True,,1.0
cg11738485,chr19,12877000,+,12877000,chr19,12766186.0,+,12766186.0,I,chr19:12876889-12877108,Island,HOOK2;HOOK2,NM_001100176;NM_013312,Body;Body,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg01632288,chr19,12880789,+,12880789,chr19,12769975.0,+,12769975.0,I,chr19:12880574-12880888,Island,HOOK2;HOOK2,NM_001100176;NM_013312,Body;Body,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg26914865,chr19,13735016,+,13735016,chr19,13624202.0,+,13624202.0,II,,OpenSea,,,,,,,,CACNA1A,ENST00000574974.1,TSS1500,True,True,,1.0
cg16701007,chr19,17982599,+,17982599,chr19,17871790.0,+,17871790.0,II,chr19:17982670-17983821,N_Shore,SLC5A5,NM_000453,TSS200,Unclassified_Cell_type_specific,SLC5A5,ENST00000222248.2,TSS200,SLC5A5,ENST00000222248.2,TSS200,True,True,,1.0
cg15428479,chr19,18698825,+,18698825,chr19,18588015.0,+,18588015.0,II,chr19:18699422-18700554,N_Shore,C19orf60;C19orf60,NM_001100419;NM_001100418,TSS1500;TSS1500,Promoter_Associated,C19orf60,ENST00000358607.5,TSS1500,C19orf60,ENST00000358607.5,TSS1500,True,True,,1.0
cg19492423,chr19,18700933,+,18700933,chr19,18590123.0,+,18590123.0,II,chr19:18699422-18700554,S_Shore,C19orf60;C19orf60,NM_001100419;NM_001100418,Body;Body,,,,,,,,True,True,,1.0
cg17969123,chr19,18745971,+,18745971,chr19,18635161.0,+,18635161.0,II,,OpenSea,,,,,,,,,,,True,True,,0.0
cg14265502,chr19,19319214,+,19319214,chr19,19208405.0,+,19208405.0,II,chr19:19322675-19322916,N_Shelf,,,,,,,,,,,True,True,,1.0
cg03657045,chr19,29704422,+,29704422,chr19,29213515.0,+,29213515.0,II,chr19:29703570-29704331,S_Shore,UQCRFS1,NM_006003,TSS1500,,UQCRFS1,ENST00000304863.3,TSS1500,UQCRFS1,ENST00000304863.3,TSS1500,True,True,,1.0
cg26643967,chr19,36485282,+,36485282,chr19,35994380.0,+,35994380.0,I,chr19:36484904-36485476,Island,SDHAF1,NM_001042631,TSS1500,Unclassified_Cell_type_specific,SDHAF1,ENST00000378887.2,TSS1500,SDHAF1,ENST00000378887.2,TSS1500,True,True,,1.0
cg12216477,chr19,38713373,+,38713373,chr19,38222733.0,+,38222733.0,I,chr19:38713166-38713458,Island,DPF1;DPF1;DPF1,NM_001135155;NM_001135156;NM_004647,Body;5'UTR;Body,,DPF1;DPF1,ENST00000414789.1;ENST00000412732.1,5'UTR;5'UTR,DPF1;DPF1;DPF1;DPF1;DPF1;DPF1,ENST00000471976.1;ENST00000438365.1;ENST00000414789.1;ENST00000438060.1;ENST00000475938.1;ENST00000412732.1,3'UTR;5'UTR;5'UTR;5'UTR;3'UTR;5'UTR,True,True,,1.0
cg17069873,chr19,40732784,+,40732784,chr19,40226877.0,+,40226877.0,II,chr19:40732075-40732665,S_Shore,CNTD2,NM_024877,TSS200,Unclassified_Cell_type_specific,CNTD2,ENST00000430325.2,TSS200,CNTD2;CNTD2,ENST00000430325.2;ENST00000221818.1,TSS200;TSS1500,True,True,,1.0
cg18458353,chr19,42211171,+,42211171,chr19,41707252.0,+,41707252.0,II,,OpenSea,CEACAM5,NM_004363,TSS1500,Unclassified,CEACAM5;CEACAM5;CEACAM5,ENST00000221992.5;ENST00000405816.1;ENST00000378181.3,TSS1500;TSS1500;TSS1500,CEACAM5;CEACAM5;CEACAM5;CEACAM5;CEACAM5,ENST00000221992.5;ENST00000460121.1;ENST00000405816.1;ENST00000378181.3;ENST00000398599.3,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg22376864,chr19,42497705,+,42497705,chr19,41993553.0,+,41993553.0,II,chr19:42497819-42498560,N_Shore,ATP1A3,NM_152296,Body,Promoter_Associated,ATP1A3;ATP1A3,ENST00000368080.4;ENST00000543770.1,5'UTR;TSS200,ATP1A3;ATP1A3;ATP1A3;ATP1A3,ENST00000473086.1;ENST00000368080.4;ENST00000543770.1;ENST00000468774.1,3'UTR;5'UTR;TSS200;TSS200,True,True,,1.0
cg09438457,chr19,44530036,+,44530036,chr19,44025884.0,+,44025884.0,II,chr19:44529393-44529778,S_Shore,ZNF222;ZNF222,NM_013360;NM_001129996,5'UTR;Body,,ZNF222;ZNF222,ENST00000187879.6;ENST00000251272.6,5'UTR;5'UTR,ZNF222;ZNF222,ENST00000187879.6;ENST00000251272.6,5'UTR;5'UTR,True,True,,0.0
cg15173319,chr19,46094030,+,46094030,chr19,45590772.0,+,45590772.0,II,chr19:46094334-46095111,N_Shore,GPR4,NM_005282,3'UTR,Unclassified,GPR4;OPA3,ENST00000323040.3;ENST00000544371.1,3'UTR;5'UTR,GPR4;OPA3,ENST00000323040.3;ENST00000544371.1,3'UTR;5'UTR,True,True,,1.0
cg14061069,chr19,46274453,+,46274453,chr19,45771195.0,+,45771195.0,II,chr19:46270699-46275167,Island,DMPK;DMPK;DMPK;DMPK,NM_001081560;NM_001081563;NM_001081562;NM_004409,Body;Body;Body;Body,,,,,,,,True,True,,1.0
cg18861015,chr19,46285653,+,46285653,chr19,45782395.0,+,45782395.0,II,chr19:46288988-46289934,N_Shelf,DMPK;DMPK;DMPK;DMPK;DMPK;DMPK,NM_004409;NM_001081562;NM_004409;NM_001081560;NM_001081560;NM_001081562,1stExon;5'UTR;5'UTR;1stExon;5'UTR;1stExon,,DMPK;DMPK;DMPK;DMPK;DMPK;DMPK;DMPK;DMPK,ENST00000377750.3;ENST00000354227.5;ENST00000342805.5;ENST00000291270.3;ENST00000377750.3;ENST00000354227.5;ENST00000291270.3;ENST00000342805.5,1stExon;1stExon;1stExon;1stExon;5'UTR;5'UTR;5'UTR;5'UTR,DMPK;DMPK;DMPK;DMPK;DMPK;DMPK;DMPK;DMPK,ENST00000377750.3;ENST00000354227.5;ENST00000342805.5;ENST00000291270.3;ENST00000377750.3;ENST00000354227.5;ENST00000291270.3;ENST00000342805.5,1stExon;1stExon;1stExon;1stExon;5'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg23448153,chr19,46418941,+,46418941,chr19,45915683.0,+,45915683.0,II,chr19:46417528-46417745,S_Shore,NANOS2,NM_001029861,TSS1500,,NANOS2,ENST00000341294.2,TSS1500,NANOS2,ENST00000341294.2,TSS1500,True,True,,1.0
cg21198638,chr19,46525566,+,46525566,chr19,46022308.0,+,46022308.0,II,chr19:46526046-46526334,N_Shore,PGLYRP1,NM_005091,Body,,,,,,,,True,True,,1.0
cg12068280,chr19,46804528,+,46804528,chr19,46301271.0,+,46301271.0,II,chr19:46806998-46807617,N_Shelf,HIF3A;HIF3A,NM_022462;NM_152795,5'UTR;Body,Unclassified_Cell_type_specific,HIF3A;HIF3A;HIF3A;HIF3A;HIF3A,ENST00000457865.2;ENST00000244303.6;ENST00000339613.2;ENST00000457771.2;ENST00000291300.4,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,HIF3A;HIF3A;HIF3A;HIF3A;HIF3A;HIF3A;HIF3A;HIF3A;HIF3A,ENST00000457865.2;ENST00000524533.1;ENST00000244303.6;ENST00000528563.1;ENST00000339613.2;ENST00000533145.1;ENST00000457771.2;ENST00000526506.1;ENST00000291300.4,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg14780446,chr19,48565104,+,48565104,chr19,48061847.0,+,48061847.0,II,chr19:48565069-48565324,Island,PLA2G4C;PLA2G4C;PLA2G4C,NM_003706;NM_001159322;NM_001159323,Body;Body;Body,,,,,,,,True,True,,1.0
